Order ID,Order Date,Region,State,Segment,Category,Sub-Category,Ship Mode,Quantity,Discount,Sales,Profit
US-1261,07-09-2023,Central,Illinois,Home Office,Technology,Accessories,First Class,4,0.5,2555.15,292.72
US-1262,23-08-2024,South,North Carolina,Corporate,Office Supplies,Art,Second Class,2,0.3,66.35,21.85
US-1263,17-08-2024,East,New Jersey,Consumer,Furniture,Tables,First Class,6,0.4,2383.07,28.2
US-1264,21-09-2023,South,Georgia,Consumer,Technology,Phones,First Class,1,0.0,553.06,147.28
US-1265,28-05-2024,South,Georgia,Consumer,Furniture,Chairs,First Class,2,0.0,438.52,-2.16
US-1266,12-07-2023,Central,Michigan,Consumer,Furniture,Chairs,Standard Class,5,0.0,1479.06,38.12
US-1267,20-02-2024,Central,Michigan,Consumer,Furniture,Bookcases,Same Day,6,0.0,1285.58,29.06
US-1268,19-04-2024,South,North Carolina,Corporate,Technology,Accessories,First Class,1,0.3,289.27,39.53
US-1269,09-06-2023,Central,Texas,Consumer,Furniture,Furnishings,Standard Class,4,0.3,828.39,22.69
US-1270,24-08-2023,West,Oregon,Home Office,Office Supplies,Storage,First Class,5,0.2,286.42,81.03
US-1271,16-05-2023,Central,Illinois,Home Office,Technology,Copiers,First Class,5,0.3,1416.27,306.0
US-1272,06-05-2023,South,Florida,Consumer,Furniture,Tables,Second Class,1,0.2,297.24,-8.05
US-1273,25-06-2024,West,California,Home Office,Technology,Accessories,Second Class,1,0.5,406.3,115.34
US-1274,28-01-2023,South,Georgia,Consumer,Furniture,Bookcases,First Class,2,0.4,647.01,-7.92
US-1275,24-02-2024,East,New York,Home Office,Technology,Accessories,Same Day,7,0.2,4341.28,1181.59
US-1276,28-07-2023,South,Florida,Consumer,Furniture,Bookcases,First Class,6,0.5,2074.88,47.98
US-1277,17-10-2023,South,Georgia,Consumer,Furniture,Tables,First Class,2,0.0,499.19,-3.1
US-1278,03-08-2023,South,Florida,Home Office,Office Supplies,Labels,Standard Class,6,0.4,177.98,66.22
US-1279,17-05-2023,East,New York,Consumer,Furniture,Bookcases,Standard Class,5,0.0,1044.65,27.87
US-1280,10-12-2023,East,Pennsylvania,Corporate,Office Supplies,Art,Same Day,1,0.0,49.07,-1.14
US-1281,21-01-2023,West,Oregon,Corporate,Furniture,Tables,Standard Class,1,0.0,397.93,-7.01
US-1282,02-12-2024,South,Florida,Consumer,Office Supplies,Paper,Second Class,3,0.3,152.39,32.82
US-1283,07-10-2023,Central,Texas,Consumer,Office Supplies,Binders,Standard Class,3,0.1,85.64,2.37
US-1284,11-01-2023,South,North Carolina,Corporate,Technology,Phones,First Class,6,0.3,3166.39,883.27
US-1285,06-07-2024,Central,Illinois,Corporate,Technology,Copiers,First Class,7,0.4,2925.1,327.63
US-1286,11-12-2024,West,Oregon,Home Office,Furniture,Chairs,First Class,7,0.0,2785.84,75.76
US-1287,02-12-2024,East,Pennsylvania,Home Office,Technology,Phones,First Class,8,0.0,3820.97,635.58
US-1288,29-08-2023,Central,Michigan,Home Office,Office Supplies,Art,Same Day,7,0.2,285.51,17.03
US-1289,19-09-2024,East,New Jersey,Home Office,Technology,Accessories,Second Class,5,0.3,1872.1,630.27
US-1290,20-06-2024,West,California,Consumer,Technology,Copiers,First Class,4,0.0,1879.56,624.96
US-1291,26-11-2023,West,Oregon,Home Office,Furniture,Furnishings,Standard Class,7,0.4,1794.78,50.85
US-1292,09-11-2024,South,Florida,Corporate,Furniture,Bookcases,First Class,5,0.5,1384.41,6.03
US-1293,13-06-2024,South,North Carolina,Corporate,Technology,Phones,Second Class,3,0.1,846.39,84.99
US-1294,23-07-2024,Central,Illinois,Corporate,Technology,Accessories,Standard Class,4,0.2,1121.16,161.21
US-1295,24-03-2024,Central,Illinois,Consumer,Technology,Accessories,First Class,2,0.0,938.13,213.33
US-1296,20-01-2024,Central,Texas,Home Office,Office Supplies,Storage,Same Day,6,0.4,177.02,56.31
US-1297,25-09-2024,Central,Texas,Corporate,Technology,Accessories,Second Class,4,0.0,2527.87,868.63
US-1298,24-01-2024,Central,Texas,Consumer,Technology,Machines,Same Day,7,0.0,3285.05,741.64
US-1299,29-04-2024,South,North Carolina,Corporate,Furniture,Furnishings,Same Day,3,0.0,1125.99,14.24
US-1300,27-11-2024,West,Washington,Home Office,Technology,Machines,Standard Class,5,0.0,2396.93,755.1
US-1301,23-05-2024,East,New Jersey,Consumer,Furniture,Tables,Standard Class,2,0.1,731.67,2.31
US-1302,20-08-2024,South,Florida,Home Office,Technology,Accessories,Same Day,3,0.0,1917.94,630.51
US-1303,05-07-2024,West,Oregon,Consumer,Office Supplies,Storage,Second Class,5,0.2,233.6,22.36
US-1304,08-11-2023,South,North Carolina,Consumer,Technology,Copiers,First Class,4,0.2,2368.16,770.18
US-1305,20-04-2024,West,California,Consumer,Office Supplies,Paper,First Class,8,0.3,428.44,47.46
US-1306,29-06-2024,East,New Jersey,Corporate,Furniture,Furnishings,Standard Class,2,0.2,534.02,7.4
US-1307,29-08-2024,Central,Texas,Home Office,Furniture,Furnishings,Second Class,8,0.1,2130.81,56.25
US-1308,21-05-2023,South,North Carolina,Consumer,Furniture,Tables,Standard Class,2,0.0,716.43,14.77
US-1309,30-05-2023,Central,Texas,Home Office,Office Supplies,Paper,Second Class,4,0.0,186.34,49.07
US-1310,03-12-2024,West,Oregon,Corporate,Furniture,Furnishings,Same Day,7,0.0,1468.87,0.87
US-1311,24-12-2024,Central,Texas,Home Office,Furniture,Furnishings,First Class,3,0.1,733.96,1.85
US-1312,09-06-2023,South,Florida,Corporate,Furniture,Tables,Same Day,5,0.5,1126.29,23.79
US-1313,28-04-2023,South,Georgia,Home Office,Furniture,Tables,Same Day,1,0.0,361.41,-10.36
US-1314,25-07-2023,Central,Texas,Corporate,Office Supplies,Art,Standard Class,8,0.0,304.64,55.59
US-1315,03-02-2023,South,Georgia,Consumer,Furniture,Tables,First Class,2,0.2,785.31,-1.34
US-1316,11-09-2023,Central,Illinois,Corporate,Furniture,Tables,Same Day,6,0.2,2052.18,11.51
US-1317,15-06-2023,East,New Jersey,Home Office,Furniture,Furnishings,Standard Class,7,0.0,1951.7,5.98
US-1318,19-01-2024,South,North Carolina,Corporate,Office Supplies,Paper,Standard Class,3,0.0,122.82,43.15
US-1319,20-04-2023,Central,Texas,Corporate,Technology,Copiers,Standard Class,4,0.0,1288.58,287.98
US-1320,02-06-2024,West,California,Home Office,Office Supplies,Art,Standard Class,5,0.1,206.04,28.36
US-1321,24-02-2023,West,California,Consumer,Furniture,Tables,Standard Class,8,0.1,2825.03,73.23
US-1322,07-02-2024,West,Washington,Consumer,Furniture,Tables,Same Day,2,0.1,481.38,14.48
US-1323,11-04-2023,East,New York,Consumer,Furniture,Tables,First Class,1,0.2,223.35,3.9
US-1324,22-11-2023,South,North Carolina,Consumer,Office Supplies,Binders,Standard Class,7,0.0,394.22,26.62
US-1325,22-07-2023,West,Washington,Consumer,Technology,Machines,Second Class,4,0.0,2107.89,631.02
US-1326,09-09-2024,South,North Carolina,Corporate,Office Supplies,Binders,Standard Class,2,0.4,70.33,11.69
US-1327,19-05-2023,West,Washington,Home Office,Furniture,Bookcases,Same Day,5,0.5,1806.98,48.07
US-1328,30-08-2024,South,Georgia,Home Office,Technology,Machines,First Class,2,0.1,608.98,185.54
US-1329,11-08-2024,South,North Carolina,Consumer,Furniture,Tables,Same Day,1,0.3,263.2,-4.14
US-1330,10-11-2024,East,New York,Home Office,Office Supplies,Art,First Class,7,0.0,395.82,26.66
US-1331,13-04-2024,South,Georgia,Home Office,Furniture,Furnishings,First Class,3,0.5,751.41,4.02
US-1332,11-07-2023,Central,Illinois,Consumer,Technology,Phones,First Class,8,0.1,3413.44,827.88
US-1333,07-12-2023,South,Florida,Corporate,Technology,Phones,First Class,3,0.4,1231.36,159.03
US-1334,16-06-2023,Central,Michigan,Home Office,Office Supplies,Art,Second Class,7,0.1,328.85,25.04
US-1335,19-07-2024,Central,Michigan,Corporate,Office Supplies,Labels,Standard Class,7,0.4,230.03,88.3
US-1336,09-11-2023,South,Georgia,Corporate,Furniture,Bookcases,First Class,7,0.5,2702.06,80.87
US-1337,24-07-2024,East,New York,Home Office,Office Supplies,Storage,Standard Class,7,0.5,308.83,110.0
US-1338,28-05-2023,South,Florida,Consumer,Furniture,Bookcases,First Class,4,0.4,1228.79,27.93
US-1339,06-03-2024,West,Washington,Home Office,Furniture,Bookcases,Standard Class,7,0.4,2246.86,57.59
US-1340,19-02-2023,Central,Illinois,Consumer,Office Supplies,Storage,Same Day,6,0.0,361.04,48.66
US-1341,24-08-2024,West,Oregon,Corporate,Furniture,Bookcases,Standard Class,5,0.0,1967.91,52.28
US-1342,24-03-2024,South,Florida,Home Office,Office Supplies,Storage,First Class,7,0.4,223.32,37.26
US-1343,28-05-2024,East,New York,Home Office,Office Supplies,Storage,Same Day,7,0.0,356.55,141.83
US-1344,20-03-2023,South,North Carolina,Home Office,Office Supplies,Labels,Same Day,5,0.2,210.5,75.17
US-1345,28-06-2024,Central,Illinois,Consumer,Technology,Phones,Standard Class,5,0.1,2036.58,762.13
US-1346,19-06-2023,South,North Carolina,Consumer,Furniture,Chairs,First Class,3,0.4,1177.92,19.09
US-1347,25-12-2023,South,Georgia,Corporate,Office Supplies,Storage,First Class,3,0.4,160.91,12.17
US-1348,28-02-2024,West,California,Corporate,Technology,Accessories,Standard Class,2,0.4,921.54,309.88
US-1349,16-08-2023,Central,Michigan,Consumer,Office Supplies,Paper,Second Class,4,0.4,184.08,71.43
US-1350,09-09-2024,South,North Carolina,Corporate,Office Supplies,Paper,Standard Class,5,0.3,249.38,110.98
US-1351,05-05-2023,Central,Texas,Home Office,Technology,Phones,Standard Class,6,0.5,2151.73,455.58
US-1352,10-02-2023,East,Pennsylvania,Home Office,Office Supplies,Labels,Standard Class,8,0.3,255.84,36.17
US-1353,16-10-2023,West,California,Home Office,Office Supplies,Labels,Second Class,1,0.2,36.03,-6.52
US-1354,21-08-2024,East,New Jersey,Corporate,Office Supplies,Storage,Standard Class,2,0.1,84.81,16.53
US-1355,15-03-2023,Central,Michigan,Corporate,Technology,Phones,First Class,8,0.5,3897.74,797.51
US-1356,17-10-2023,West,California,Corporate,Furniture,Bookcases,Second Class,4,0.1,768.81,25.06
US-1357,24-01-2023,Central,Texas,Home Office,Technology,Machines,First Class,1,0.2,302.58,40.31
US-1358,30-12-2023,West,Oregon,Home Office,Technology,Accessories,First Class,5,0.4,1589.47,482.35
US-1359,08-01-2024,East,Pennsylvania,Consumer,Furniture,Furnishings,Second Class,8,0.3,2274.84,14.23
US-1360,04-06-2024,East,New Jersey,Home Office,Office Supplies,Paper,First Class,7,0.1,248.74,46.9
US-1361,14-06-2023,South,North Carolina,Home Office,Technology,Accessories,Same Day,7,0.4,2297.25,158.17
US-1362,09-08-2024,East,Pennsylvania,Consumer,Furniture,Chairs,Second Class,2,0.5,736.33,3.5
US-1363,27-01-2024,East,New York,Consumer,Office Supplies,Paper,First Class,2,0.5,63.06,14.37
US-1364,26-04-2024,South,Florida,Home Office,Office Supplies,Labels,Standard Class,3,0.1,127.22,35.93
US-1365,24-05-2024,South,North Carolina,Consumer,Technology,Copiers,Standard Class,7,0.1,2118.11,291.77
US-1366,06-09-2023,West,Oregon,Home Office,Furniture,Furnishings,Standard Class,2,0.5,758.6,9.09
US-1367,23-07-2024,West,California,Home Office,Furniture,Furnishings,Standard Class,7,0.0,1639.15,17.11
US-1368,22-09-2024,West,California,Home Office,Technology,Phones,Second Class,6,0.0,1908.52,608.25
US-1369,23-12-2024,East,New Jersey,Home Office,Furniture,Chairs,Standard Class,1,0.0,323.83,1.06
US-1370,02-08-2023,East,New York,Home Office,Technology,Machines,Same Day,2,0.0,1069.85,320.22
US-1371,02-09-2023,Central,Michigan,Consumer,Technology,Phones,Standard Class,2,0.2,624.64,93.07
US-1372,18-03-2023,Central,Texas,Consumer,Furniture,Furnishings,Standard Class,1,0.4,200.58,-3.61
US-1373,02-03-2023,West,Oregon,Consumer,Office Supplies,Art,Standard Class,1,0.0,52.12,-6.33
US-1374,16-09-2023,South,Georgia,Home Office,Furniture,Bookcases,Second Class,5,0.0,1827.08,6.78
US-1375,13-09-2023,South,North Carolina,Corporate,Office Supplies,Paper,First Class,1,0.3,42.85,0.51
US-1376,18-04-2023,West,Washington,Consumer,Office Supplies,Binders,Second Class,1,0.3,57.72,3.05
US-1377,27-10-2024,South,Florida,Consumer,Furniture,Chairs,Standard Class,4,0.0,1544.15,14.44
US-1378,17-03-2024,West,Washington,Consumer,Technology,Machines,First Class,2,0.0,1272.59,151.45
US-1379,29-01-2023,South,Florida,Corporate,Technology,Accessories,First Class,2,0.0,1057.63,138.93
US-1380,21-03-2023,East,New Jersey,Corporate,Technology,Phones,First Class,2,0.0,1085.31,262.38
US-1381,05-04-2024,South,North Carolina,Home Office,Furniture,Chairs,First Class,3,0.0,1132.43,9.53
US-1382,01-02-2023,South,Georgia,Corporate,Office Supplies,Binders,Second Class,7,0.3,404.85,59.65
US-1383,16-03-2023,Central,Michigan,Consumer,Technology,Accessories,Second Class,2,0.2,673.79,182.25
US-1384,28-01-2024,West,Washington,Consumer,Furniture,Chairs,Standard Class,5,0.0,1608.76,33.8
US-1385,09-07-2024,Central,Texas,Corporate,Office Supplies,Binders,First Class,3,0.3,98.94,37.28
US-1386,31-01-2023,West,California,Corporate,Furniture,Chairs,Same Day,4,0.3,1283.75,30.41
US-1387,10-11-2024,Central,Texas,Consumer,Furniture,Furnishings,Standard Class,7,0.5,2542.37,32.72
US-1388,06-04-2023,East,Pennsylvania,Home Office,Office Supplies,Binders,Same Day,7,0.1,225.68,61.8
US-1389,30-09-2023,East,New York,Consumer,Office Supplies,Art,Standard Class,6,0.0,263.89,43.59
US-1390,23-04-2023,South,North Carolina,Consumer,Furniture,Tables,Same Day,1,0.0,387.33,4.83
US-1391,29-09-2023,West,California,Consumer,Technology,Accessories,Same Day,8,0.0,4901.39,1058.06
US-1392,11-03-2023,East,New York,Corporate,Office Supplies,Storage,First Class,2,0.0,106.65,26.37
US-1393,04-07-2024,South,North Carolina,Home Office,Technology,Phones,Standard Class,4,0.3,2232.49,634.77
US-1394,03-11-2024,Central,Michigan,Consumer,Furniture,Furnishings,First Class,3,0.0,997.34,-0.42
US-1395,16-07-2023,East,Pennsylvania,Corporate,Office Supplies,Paper,Second Class,5,0.4,274.81,76.32
US-1396,09-03-2023,East,Pennsylvania,Corporate,Furniture,Tables,Second Class,8,0.1,2072.68,54.36
US-1397,12-04-2024,West,Washington,Consumer,Technology,Machines,First Class,5,0.4,1807.31,687.73
US-1398,05-08-2024,South,North Carolina,Home Office,Furniture,Bookcases,Standard Class,6,0.0,2089.54,14.93
US-1399,21-05-2023,South,Georgia,Home Office,Technology,Accessories,Same Day,5,0.0,1832.79,179.46
US-1400,08-03-2024,Central,Texas,Consumer,Furniture,Tables,Second Class,3,0.2,579.15,5.86
US-1401,08-04-2023,West,Oregon,Corporate,Technology,Machines,Same Day,1,0.2,436.81,132.46
US-1402,26-06-2024,West,California,Corporate,Furniture,Bookcases,Standard Class,7,0.0,2561.88,67.6
US-1403,18-06-2024,South,North Carolina,Home Office,Office Supplies,Paper,First Class,4,0.4,174.78,54.35
US-1404,24-11-2024,West,Washington,Corporate,Furniture,Bookcases,First Class,2,0.1,665.47,-5.1
US-1405,25-11-2024,East,Pennsylvania,Corporate,Technology,Accessories,First Class,3,0.4,1342.75,217.74
US-1406,15-01-2024,South,Georgia,Consumer,Furniture,Tables,Second Class,6,0.1,1563.12,27.09
US-1407,20-02-2024,Central,Texas,Consumer,Technology,Machines,Second Class,7,0.3,3588.85,786.18
US-1408,29-06-2023,Central,Michigan,Corporate,Technology,Accessories,First Class,8,0.4,4236.18,1213.51
US-1409,11-10-2024,Central,Michigan,Home Office,Office Supplies,Binders,Second Class,4,0.2,213.5,101.64
US-1410,12-11-2024,West,California,Home Office,Technology,Accessories,Same Day,1,0.2,351.39,16.91
US-1411,05-01-2023,East,New York,Consumer,Furniture,Chairs,Second Class,3,0.1,680.23,-1.17
US-1412,02-06-2023,East,New York,Consumer,Furniture,Chairs,Second Class,8,0.4,2003.64,38.62
US-1413,28-09-2023,Central,Illinois,Consumer,Technology,Copiers,Standard Class,3,0.2,1126.8,97.16
US-1414,12-07-2023,Central,Michigan,Corporate,Furniture,Bookcases,Second Class,1,0.2,344.04,4.38
US-1415,07-04-2023,West,Washington,Consumer,Technology,Phones,Same Day,2,0.5,982.08,116.2
US-1416,14-01-2023,South,North Carolina,Corporate,Furniture,Chairs,Second Class,4,0.5,1540.23,6.61
US-1417,28-02-2023,South,North Carolina,Home Office,Furniture,Bookcases,First Class,1,0.1,226.48,-6.17
US-1418,09-11-2024,West,California,Consumer,Technology,Copiers,First Class,5,0.3,1636.21,134.53
US-1419,26-02-2023,South,Georgia,Home Office,Technology,Accessories,First Class,6,0.0,1872.54,146.21
US-1420,03-05-2023,South,Florida,Consumer,Furniture,Tables,First Class,6,0.0,1975.79,35.43
US-1421,16-09-2023,South,Georgia,Corporate,Furniture,Chairs,Standard Class,4,0.4,1104.66,20.8
US-1422,18-04-2023,South,North Carolina,Corporate,Technology,Accessories,Standard Class,8,0.0,2493.04,921.46
US-1423,07-11-2024,East,Pennsylvania,Home Office,Furniture,Furnishings,Standard Class,6,0.0,1640.43,8.15
US-1424,26-06-2024,East,Pennsylvania,Home Office,Technology,Phones,Second Class,2,0.4,1064.11,168.92
US-1425,07-01-2024,West,Washington,Corporate,Furniture,Tables,First Class,2,0.0,751.0,6.55
US-1426,21-04-2024,South,Florida,Consumer,Office Supplies,Art,First Class,7,0.1,376.44,145.72
US-1427,09-06-2024,Central,Texas,Consumer,Office Supplies,Binders,First Class,8,0.3,458.47,157.76
US-1428,27-02-2023,Central,Michigan,Consumer,Office Supplies,Paper,Same Day,1,0.2,59.07,19.07
US-1429,30-09-2023,East,Pennsylvania,Consumer,Technology,Phones,First Class,6,0.2,2331.39,623.29
US-1430,21-10-2024,East,New Jersey,Corporate,Furniture,Tables,Second Class,1,0.2,397.89,-0.24
US-1431,17-05-2023,Central,Illinois,Corporate,Office Supplies,Labels,First Class,4,0.3,189.63,30.41
US-1432,14-07-2024,West,Oregon,Home Office,Furniture,Bookcases,Standard Class,8,0.1,3103.1,55.47
US-1433,02-05-2023,Central,Texas,Consumer,Technology,Accessories,Standard Class,6,0.3,3595.09,1308.24
US-1434,18-04-2024,South,North Carolina,Consumer,Furniture,Chairs,Second Class,7,0.5,1715.05,29.14
US-1435,06-09-2024,Central,Michigan,Corporate,Office Supplies,Storage,Standard Class,2,0.1,90.85,10.31
US-1436,01-11-2024,Central,Michigan,Corporate,Furniture,Tables,Standard Class,1,0.0,278.84,6.08
US-1437,14-04-2023,West,Oregon,Corporate,Office Supplies,Binders,First Class,4,0.3,226.32,75.54
US-1438,02-03-2024,West,Washington,Home Office,Technology,Copiers,Standard Class,4,0.0,1591.26,618.01
US-1439,28-07-2024,East,New Jersey,Consumer,Office Supplies,Labels,Same Day,3,0.0,103.8,40.13
US-1440,29-05-2024,East,New York,Consumer,Technology,Accessories,Standard Class,4,0.0,1855.55,685.14
US-1441,10-09-2024,East,Pennsylvania,Consumer,Furniture,Furnishings,First Class,5,0.0,1138.0,4.79
US-1442,05-07-2024,Central,Michigan,Consumer,Furniture,Chairs,Second Class,5,0.0,1136.09,31.35
US-1443,07-10-2023,South,North Carolina,Home Office,Furniture,Chairs,Second Class,7,0.5,2682.03,6.16
US-1444,25-06-2023,South,Florida,Corporate,Furniture,Chairs,Same Day,4,0.1,1597.85,14.2
US-1445,07-11-2023,West,Washington,Corporate,Furniture,Tables,Same Day,5,0.1,1057.17,12.0
US-1446,03-03-2024,East,New Jersey,Corporate,Technology,Accessories,Second Class,8,0.5,4659.0,1480.47
US-1447,27-05-2024,West,Washington,Home Office,Office Supplies,Art,Second Class,3,0.0,109.15,19.54
US-1448,27-12-2023,Central,Michigan,Corporate,Office Supplies,Binders,First Class,7,0.0,358.67,87.7
US-1449,18-03-2024,Central,Michigan,Home Office,Furniture,Furnishings,Same Day,5,0.0,1051.03,15.68
US-1450,27-08-2024,Central,Michigan,Corporate,Technology,Machines,First Class,4,0.4,1609.68,599.89
US-1451,23-09-2024,Central,Texas,Consumer,Technology,Machines,Standard Class,6,0.0,3422.16,719.56
US-1452,07-12-2023,Central,Michigan,Corporate,Office Supplies,Labels,Standard Class,5,0.2,209.68,59.47
US-1453,10-10-2023,South,Florida,Corporate,Furniture,Bookcases,Standard Class,6,0.4,1438.72,15.91
US-1454,31-05-2023,West,California,Consumer,Furniture,Chairs,Second Class,5,0.0,1131.49,4.79
US-1455,23-05-2024,West,Washington,Consumer,Furniture,Chairs,Standard Class,7,0.0,1890.0,36.4
US-1456,14-06-2023,Central,Texas,Consumer,Technology,Machines,Standard Class,2,0.0,588.09,92.02
US-1457,15-09-2024,West,California,Consumer,Furniture,Furnishings,Second Class,6,0.4,1957.86,63.29
US-1458,09-05-2024,South,Georgia,Corporate,Office Supplies,Art,Second Class,1,0.0,63.82,21.65
US-1459,26-03-2024,East,Pennsylvania,Home Office,Furniture,Bookcases,Standard Class,1,0.3,276.61,-0.04
US-1460,23-05-2024,West,California,Home Office,Technology,Copiers,Second Class,3,0.0,1583.42,176.65
US-1461,08-12-2023,West,Oregon,Corporate,Office Supplies,Art,Same Day,8,0.3,499.18,227.46
US-1462,16-08-2024,Central,Texas,Home Office,Office Supplies,Paper,Standard Class,6,0.3,236.75,91.28
US-1463,02-06-2023,Central,Texas,Corporate,Furniture,Furnishings,Standard Class,7,0.4,2423.66,42.62
US-1464,21-01-2024,East,New Jersey,Consumer,Technology,Phones,Standard Class,5,0.2,2977.72,785.63
US-1465,03-11-2023,Central,Texas,Consumer,Furniture,Furnishings,Same Day,4,0.1,758.53,-1.31
US-1466,15-02-2024,Central,Illinois,Home Office,Technology,Copiers,First Class,8,0.2,4999.91,393.9
US-1467,23-09-2023,Central,Michigan,Corporate,Furniture,Tables,Second Class,1,0.0,275.09,0.63
US-1468,18-12-2023,South,North Carolina,Consumer,Furniture,Furnishings,First Class,3,0.0,1170.82,18.32
US-1469,30-04-2024,Central,Texas,Consumer,Technology,Accessories,Second Class,4,0.2,1480.27,540.18
US-1470,25-04-2024,South,Florida,Consumer,Furniture,Furnishings,Same Day,6,0.5,1970.69,52.37
US-1471,21-07-2024,West,Washington,Consumer,Office Supplies,Labels,Standard Class,6,0.5,255.51,37.41
US-1472,21-07-2024,Central,Michigan,Corporate,Office Supplies,Art,Standard Class,8,0.0,443.42,144.58
US-1473,05-12-2023,East,New York,Corporate,Office Supplies,Art,First Class,7,0.3,341.59,42.7
US-1474,30-07-2024,East,Pennsylvania,Corporate,Furniture,Furnishings,First Class,6,0.0,1698.96,54.61
US-1475,27-12-2024,West,Washington,Corporate,Office Supplies,Paper,Second Class,2,0.0,86.28,13.78
US-1476,30-09-2023,Central,Texas,Consumer,Furniture,Chairs,Standard Class,1,0.0,394.36,-0.81
US-1477,14-01-2023,Central,Michigan,Home Office,Technology,Copiers,Second Class,4,0.1,2542.98,924.91
US-1478,15-12-2024,Central,Michigan,Corporate,Furniture,Bookcases,Same Day,1,0.0,190.14,-8.84
US-1479,28-01-2023,West,Washington,Corporate,Technology,Accessories,Standard Class,1,0.0,637.69,163.45
US-1480,10-07-2024,West,Washington,Corporate,Office Supplies,Storage,First Class,3,0.0,101.56,13.34
US-1481,19-04-2024,East,New Jersey,Corporate,Furniture,Bookcases,Same Day,1,0.0,338.68,2.32
US-1482,15-03-2024,West,California,Corporate,Furniture,Bookcases,Same Day,6,0.0,1693.1,-2.36
US-1483,22-07-2023,West,California,Home Office,Office Supplies,Labels,Second Class,2,0.3,74.71,19.24
US-1484,08-09-2023,South,Georgia,Consumer,Technology,Phones,Same Day,3,0.0,1025.84,199.96
US-1485,06-05-2023,West,Oregon,Consumer,Technology,Copiers,Same Day,3,0.0,1724.24,559.14
US-1486,06-06-2024,East,New Jersey,Home Office,Office Supplies,Binders,Second Class,7,0.5,238.36,80.56
US-1487,08-11-2024,South,Florida,Home Office,Furniture,Tables,Second Class,7,0.2,1384.03,17.2
US-1488,16-08-2023,West,Washington,Home Office,Office Supplies,Storage,First Class,1,0.0,42.43,9.37
US-1489,05-10-2024,East,New Jersey,Consumer,Furniture,Chairs,First Class,2,0.0,522.1,10.0
US-1490,10-05-2023,South,Georgia,Consumer,Technology,Copiers,Same Day,3,0.0,912.48,182.01
US-1491,26-11-2023,East,New Jersey,Consumer,Technology,Machines,Standard Class,4,0.3,1197.41,298.55
US-1492,24-03-2024,South,North Carolina,Corporate,Furniture,Bookcases,Second Class,8,0.4,1723.37,9.01
US-1493,25-01-2024,Central,Michigan,Consumer,Furniture,Tables,Standard Class,2,0.3,652.17,3.35
US-1494,21-10-2024,Central,Michigan,Home Office,Furniture,Bookcases,Same Day,4,0.0,980.04,0.97
US-1495,30-05-2024,West,Oregon,Corporate,Office Supplies,Storage,Second Class,1,0.2,43.08,12.85
US-1496,12-09-2023,South,Georgia,Home Office,Office Supplies,Binders,Same Day,7,0.0,333.1,56.53
US-1497,07-04-2024,Central,Michigan,Home Office,Office Supplies,Art,Second Class,6,0.3,321.2,87.07
US-1498,12-10-2024,West,Washington,Home Office,Technology,Machines,First Class,6,0.3,3177.96,494.92
US-1499,23-08-2023,South,North Carolina,Home Office,Office Supplies,Binders,First Class,6,0.0,240.77,19.27
US-1500,14-02-2023,Central,Texas,Corporate,Office Supplies,Binders,Same Day,3,0.5,180.7,66.59
US-1501,30-12-2024,West,Washington,Consumer,Office Supplies,Art,Second Class,3,0.1,122.04,3.24
US-1502,16-07-2023,West,California,Corporate,Office Supplies,Binders,Same Day,3,0.2,167.46,38.63
US-1503,06-02-2024,South,North Carolina,Corporate,Office Supplies,Labels,Standard Class,7,0.0,242.83,89.12
US-1504,31-07-2023,West,Oregon,Consumer,Office Supplies,Storage,Second Class,1,0.0,48.86,12.38
US-1505,05-05-2023,West,Washington,Home Office,Furniture,Tables,First Class,1,0.0,303.62,-6.23
US-1506,15-11-2023,East,New York,Consumer,Technology,Copiers,Same Day,7,0.3,4266.18,299.81
US-1507,22-01-2024,South,Florida,Corporate,Office Supplies,Paper,Second Class,1,0.5,46.71,10.16
US-1508,18-04-2024,South,Florida,Consumer,Technology,Copiers,Same Day,4,0.5,1982.59,236.48
US-1509,04-04-2023,West,California,Corporate,Technology,Copiers,Same Day,5,0.0,2231.34,303.71
US-1510,03-06-2024,Central,Texas,Corporate,Furniture,Tables,Same Day,8,0.0,1920.72,44.23
US-1511,14-08-2023,East,Pennsylvania,Corporate,Furniture,Furnishings,Second Class,7,0.2,1788.49,19.51
US-1512,21-05-2023,Central,Texas,Corporate,Office Supplies,Binders,First Class,6,0.0,313.58,38.93
US-1513,11-11-2024,South,Florida,Consumer,Office Supplies,Paper,Second Class,8,0.5,327.88,60.54
US-1514,25-11-2023,East,New York,Corporate,Furniture,Bookcases,Second Class,7,0.1,2289.22,40.78
US-1515,22-09-2023,East,New Jersey,Consumer,Technology,Machines,Second Class,3,0.3,1598.31,501.96
US-1516,18-05-2023,West,Oregon,Corporate,Office Supplies,Labels,Standard Class,5,0.1,195.56,63.97
US-1517,20-05-2024,Central,Michigan,Consumer,Technology,Copiers,First Class,8,0.0,3823.52,458.57
US-1518,17-06-2024,West,Washington,Consumer,Furniture,Chairs,Second Class,1,0.5,178.54,-0.76
US-1519,09-09-2024,West,California,Corporate,Technology,Machines,First Class,1,0.0,327.41,48.24
US-1520,18-11-2024,East,New York,Home Office,Technology,Phones,First Class,5,0.1,1941.27,597.34
US-1521,21-10-2023,Central,Michigan,Consumer,Office Supplies,Labels,Standard Class,4,0.5,156.34,65.53
